v_i,m_i,rho_i,rho_t,Y,g,d_i,theta,P80,R95
19073.14963209166,919473389036.7828,2.604318663696172,3.210136956039671,2520070037.5600805,18.595224734703685,5232.357957210435,58.52370620535494,48.59535579309825,210.52739011118717
9185.886219181775,839934254263.094,3.3508767864196374,3.3026191229486566,1878683012.8999145,9.555949904944411,1711.3006400070058,34.91120547794631,56.86426652723097,235.11997933845987
24282.10159767513,879113572123.1871,3.5268432007473485,3.012848082440765,1607308.3609190928,15.850499208405385,1445.3504604336506,46.72763779699857,30.627680906992456,296.22634323874803
22381.467472393844,629516941886.8661,7.976827438667454,2.839731633791401,122516.23583754955,6.422032351687647,7823.547955951926,44.34200164619587,30.0,329.63852545044557
19570.395678307166,635008280852.8905,2.8947199189167225,3.1310098189245985,1872206930.2671688,14.079517117643524,918.3710773237545,17.55067989499006,47.779908444209916,212.45165029159273
5268.648342373205,609199074517.2649,2.3398485201183026,2.9151163764442587,4421853.2007858325,11.166548165458304,7995.274602310285,66.82201650662178,34.42472076446935,304.05645417503894
11934.664591312338,434884719537.3018,7.516994343629167,2.0084419089303567,5439369.305514931,16.872057725890926,5762.614425477839,73.89976990805012,32.50631170822337,321.8579930379634
1573.192261787105,322106678961.26154,2.552549509832293,2.432473801389728,619403.9791294464,15.529226862232145,5038.284684099007,78.90862235167086,32.51327818292654,299.08794196237915
4280.092555654922,592003295445.9829,7.215319477591135,2.821409995772319,291767108.04331225,5.718510841625785,2724.870128932959,27.35773621335833,53.3691985361122,218.54891703397544
17234.699354440138,25532811606.61317,5.727968079703485,2.675605514236609,2515038.2348686485,3.031631657935298,6943.74679205265,16.694813629341112,37.81492834771463,294.11844925336015
18746.67281974152,7457423967.37161,5.249599737458372,3.2701952142461206,765095.2493004334,16.162752612859013,7281.392282198768,17.77292962166407,32.121199907300905,262.0494114475507
24203.988444638144,851641974654.9222,6.383701625052749,2.4476892807756565,32881657.799311303,0.7042117913545113,5777.853159950485,66.30078813373511,38.808466122795856,492.5568503976746
8482.721274384723,46424998353.57741,6.218993221462325,1.8559747560464126,565040437.6275843,13.596824307514641,5682.009747629591,54.22191794700657,56.583283885841645,223.9909954781961
9576.262797854288,524795625538.2677,2.218420231219039,1.9291640748257632,2228399.1679309695,9.54448917053589,3950.3055164032085,62.9284100901428,30.0,334.2432929094659
12004.117376257294,614988147961.8821,7.9965297176434795,3.1921131177185815,407563238.9272703,1.5522211472551026,631.9005742308801,73.36374824420773,44.373674387037155,337.4112249263223
5142.048297564999,198172031451.206,7.622283221916736,1.517441908446224,20411529.470422637,13.786796382357254,7992.242061916336,25.838848122582444,47.25207127751459,254.2367922055969
3683.076880719055,895730942534.31,7.327847758602456,3.238260723993667,10443921.916863285,9.683338031633873,134.28749601179487,35.48597194322591,32.59487606875846,323.5537207294307
12154.770692535376,190096581652.60324,5.544879370625644,1.6111761712079695,6274864.335597638,17.209021538374706,3968.2252210915285,65.46597678611458,30.0,301.61747604412363
6059.279051746661,884515102851.6873,4.898143653660042,2.283316936178811,534447.2252013226,4.21220698575855,2943.4031583759997,28.15743276703303,30.0,349.31399436159535
16910.442869721504,762990506342.7659,4.985810795230844,3.100352454891258,4604355.355100507,0.09587645810495118,6211.297545934882,45.42285998287973,30.0,507.97280383671955
11210.222012372104,240743712781.24042,1.597090137483511,2.315230753644798,2490334316.451008,2.6532120163448822,5888.885106830818,41.04154713258832,57.793916713741076,230.66169869711354
20900.61580341702,150745015531.92728,4.746551762645379,3.144696374108105,324216.1336044661,5.428720154796617,5028.117162688406,51.67136125322795,30.0,364.9372619189361
17656.494999055103,316233393953.5249,5.5545021897894795,1.7005976690515663,6187284351.290191,13.062275149887133,607.1609555527594,79.17420087336708,72.98784040137883,212.82062395501455
8152.982713860006,397951168319.70844,5.781590357037165,2.523084452870373,344732.82430200366,7.284732388940124,1902.4270874504084,17.260050451512356,30.0,374.33771023818355
20890.365134182426,245785430714.24695,3.6589065228335342,2.6649480359980187,6458894.807702007,2.409025920440622,762.3258543529179,43.924966845547644,35.88361145704918,393.93792032217266
20216.726758671644,998891549862.8745,4.563335276908072,3.2817371944744824,107530302.8608725,19.632390590234813,7832.021130110458,77.12907685294263,34.72086306912331,250.48466905287734
9993.220286239275,229653106587.24478,5.636018943306734,1.6872428126783867,1545991201.8398986,2.2091375319693753,1030.9853373512556,34.351381433960924,68.15607733557589,226.5223408435942
7564.038546290981,830634996348.03,4.283985816788681,2.177201370565995,522292.86181762477,7.134650843514806,7737.869867296214,61.841811764286604,30.0,328.4679568224334
17221.1398473869,159118587972.72568,7.753878793392913,2.818696189793677,507587.73585914023,17.538254917009926,910.5702578201965,75.04892973278413,30.0,297.2994486933964
3923.93584842809,980244645031.3221,6.085373714038002,3.4598601637201556,138640661.9586161,13.069676703023688,6899.220449543648,26.842519631885224,55.85268799594902,212.456286827099
5397.750960640154,225524232759.62656,1.5082793506307883,3.196548647915714,2908929.272859623,6.429968341250943,4601.295096474697,15.696617772686015,30.255273179048658,268.36451171196984
680.375608899635,421689133095.0375,1.6513166296346444,3.192990123391779,166920810.6101789,19.408418253891977,6655.488012238506,15.298512010024147,73.66655284205265,154.9506277473637
19779.64724880239,558564508203.8397,5.986951322544433,2.534365058849576,1267406746.705978,10.046916158439283,5075.931326276461,15.109553694151732,53.94091261976389,213.0500565112975
16788.845986504788,120286594870.37816,4.182193134045768,2.6285982441729967,242299.5206388528,0.21179242259700465,6153.008965169817,34.536459694178376,30.0,496.19256554128606
17776.55177634521,816820250659.0338,6.9565611698797305,3.217160188161304,1669054874.1906464,0.17295855621917128,5849.184687709307,18.835024134031038,49.920445342571384,336.8967320022101
19627.861260038215,274686257995.29718,2.6246001616607035,3.2392511725135194,154144.0557729024,18.82313612525546,2088.8939453449057,38.35180831356094,30.0,287.95988496566844
11743.43650068933,549270352331.7622,1.5898749413398972,3.1045491309442235,3119829975.228604,5.6595535779919635,7481.03585710464,62.788930442094724,65.59105511119655,251.2416069847169
14434.159300845897,549634261059.4362,4.02253527573913,3.137142550369151,7552499548.806579,16.250696072419558,5152.732372755015,30.875833822409497,65.11518031669334,186.28637078172622
3925.0264541276074,602641049685.1327,6.2844166779984185,3.259259718001764,217408246.0202148,0.9190224365971179,1624.6521074166608,43.55927273438463,51.275887825887274,294.11214927604266
3305.9868016313494,55486931038.32816,7.816230266954196,1.7275638621838596,8342121765.499661,2.980996330161057,2455.2758219958378,18.915815783722174,103.08061896298703,156.93284908618733
16875.872563866556,168619593212.80603,7.24375021578186,2.0852787538099418,1288128563.7333868,17.14275122130547,4269.07754741227,58.880279835889255,54.060220346266114,196.34516772346575
12041.857050506747,161193081731.12128,4.6464849775914026,3.452227067907215,166658.51228127588,19.882121770968617,7055.795608608291,32.23723503703703,30.0,257.8130926795721
14348.284608789127,302051957364.59247,6.783312340776383,2.58955231992799,104485.18620394918,1.0858624832308876,6376.057428768395,19.465803572962137,30.0,437.58231489432364
19242.472006692627,144915011944.183,1.9571479761394914,1.852927720083384,127055.20086318662,3.394357618710293,2423.3635736129067,76.82693897938957,30.0,433.65898975943514
16050.598840014474,921921398852.9689,5.219770259301741,2.5061112663990546,18177527.05026683,14.472092221497793,5511.005635069901,63.873571633828746,35.401724611889755,273.0232071486168
14062.695316120898,512954937556.8502,7.507939684594056,2.7915683506071827,130891985.50621752,10.613583977855793,23.238072303838393,55.662939220078414,33.602564015495716,341.16814293565403
14200.575438262631,623575524127.5367,4.0765034586898095,3.1564439678753144,25548129.772447225,8.149022619985098,2667.801969452681,60.609975057385,32.12486477551364,319.7374541128471
7946.777402533999,357488817909.94543,7.740654092810251,3.124353452046936,243025378.99119273,3.9296273821453855,6718.365841092918,39.7844624139279,44.83811130096418,274.04421485086453
1255.0369469145153,276246864787.7705,2.934453128739184,1.5984829866648333,17701626.400667813,18.911435404491133,1218.0975712674626,30.88317693458268,37.94793790385048,233.26237413094483
11199.576036192879,503177667055.0427,2.1866197619670578,2.4070499739448166,163237.15445222915,3.4867576217120275,2833.628157934281,44.999066294976906,30.0,397.14999499134706
5757.3244840784655,294323680511.85876,4.910955184531057,1.5411381123740162,1351554.3798848921,5.341728837814722,18.336103396168966,67.76806117479873,30.0,388.2115789646216
10508.951771253585,343646582083.83856,7.397104667877958,3.2763122473325015,9185888784.606623,6.519747577984249,194.83048238831324,77.46548812008037,69.0665798977222,215.6989324964461
21408.37529507007,452751421519.98285,3.523314921840837,1.8478121510372498,5361905.906548635,2.8147347685586372,1176.6917381112953,52.36969129817359,31.41560738055219,359.43029848346106
6231.517403700848,505734181450.66833,6.701042076093191,2.749749390335277,4205607.017949413,10.747849471871994,823.8858118354526,36.34517416304921,30.0,262.80729449612136
1928.4171713821174,984314027467.827,2.599782228221826,2.6412367425608005,580711.257331633,6.859435260750836,3922.937456418636,60.27441940047568,30.0,316.50455037546186
7393.905354538915,223323364839.35236,6.346207574006107,2.7510588692857314,8624195851.763636,12.176557635685663,7201.03488506614,58.794745356421444,78.0763941085042,204.4642739006823
7693.047065283748,487976676906.4823,5.120675119018301,2.626833245662816,1420027.019443345,7.388768849317372,686.2872341586851,27.322499047501275,30.0,296.6095696584314
16716.954610808927,149512589977.59946,2.6376103400634197,2.931177354733215,171448163.03508103,2.372649404111012,6959.996587435572,40.485981842502106,41.452926924096026,266.36632422239626
14147.28773236132,349999882708.7399,6.167567121344456,2.752219932046333,162269.64676039142,17.4583176737597,5348.581128204739,19.38095323018872,31.355213452366403,311.3038580540755
19705.50612310713,717311001395.6855,6.139414737466778,1.6806004935416285,214961.97832535638,10.217558858989035,1359.470054672576,38.1594836599601,30.0,340.4872649749278
16775.681738020994,174462969298.4308,4.850328989432362,2.2335359020148804,383493923.2355868,6.470917275174239,2324.994588685982,63.392416340052264,42.74161872143142,287.95320915887874
10456.478105281727,581351726198.7356,2.965539644677385,2.5931868718693036,149913524.3592888,0.37647680787784454,1561.52602562154,31.973192052781556,43.63931435193767,376.2476555799343
20443.499424317848,416701606866.98364,2.3599102995924777,2.1503948517963543,251658716.96467292,11.977037094121181,6316.494669477198,54.31228964966832,44.77206389580915,284.4913054939545
4590.836537738745,51580492824.92858,7.7221578149886305,3.020661769613768,1428407.2168044765,15.660961383084986,5803.551846611784,32.93547722687323,33.4636117211084,313.1373611626698
1056.4457917795817,933075308403.2031,5.762781498684509,2.135795430109984,8403204112.413271,13.018721941831695,2442.2306771580597,20.29725707770349,104.98479205466958,122.27388889917961
2706.172589003223,413603726689.7461,6.760069643226996,3.157368348606079,61926396.73716581,15.765000330909547,444.13129346050846,61.89712886652027,39.50241510169496,262.8612635232494
18197.804089613033,783926751824.6305,6.03030843882657,1.7934674419629675,7042727119.237392,3.14196746649242,1358.2386721800171,51.2518570592817,59.80723254866973,258.8389993632047
11815.992141158991,416314072418.3116,6.891578823749878,3.0387851299717497,661992.0361876254,19.435474423384495,5042.712126996213,67.78203639128651,30.0,291.547169403584
4451.158586323244,937360384218.463,2.556190328368002,1.8669308815703778,10604679.53964248,4.266099096848577,732.0787232303087,57.52678750925234,30.0,383.36279403516664
12775.596990032407,290471043958.56305,4.730176459555789,2.5560305608243246,4769002.992423852,5.372253011490076,4296.359351730862,67.20345087384453,30.132327762069796,365.1929019366686
4231.646516472627,412231237457.0472,5.836311008264907,2.1410487459278453,596176198.617672,10.270974776837607,4907.3028072825855,20.846365574415486,67.3716846550939,174.59958821094568
17559.849189404533,758864481395.046,2.172034349318917,2.774668871954079,546836104.0855631,0.15365076312501297,5505.151331658362,53.02085712401541,51.724324972371065,470.30609137506895
11430.828751563753,343667971613.5416,2.474720170634654,1.9254808196831947,27084384.251997128,8.876847337964447,1011.5924026745029,35.71650129961287,35.547074438421404,262.39259595994037
9835.02003936382,364357706978.10803,5.620886862631152,3.090819466703785,120431.47933241773,3.9547192404957525,3683.0499880696816,62.25545286022385,30.0,364.14561826000215
7887.046184122975,994823178591.05,7.14658772764983,2.64716773273288,751672.2993360435,14.992911462484095,3712.53900916456,50.60602315347751,30.0,324.1672683001337
15941.923531412767,555614970075.8263,5.7927051631203845,3.4145463081853484,178372.6791907545,15.167180014425199,6683.907949774668,13.792606884346327,30.0,313.6178296628072
9364.408958558066,689380764289.6945,1.7353312874644915,2.9235406578315897,1718196564.1389308,12.333910150576967,3755.048907521708,47.34821833400025,58.025863924512215,211.3731525141526
2647.4230232444743,643462590691.3756,7.807813961087099,2.7147910790065017,2810980.523346607,8.462619247638724,3260.298125675601,62.10039337991079,32.568636135651026,300.80525999992585
3391.144601952625,827924319232.425,2.4067948558905927,3.1583173808926825,388698.78624731814,6.239168637731762,996.4489879143264,28.395187337179504,30.0,325.5609688797111
24066.492781463105,861825237616.6436,3.0116545180911833,1.9393651355235533,5900133.337574009,16.5578663982378,5558.770165455217,55.81685547873628,30.0,280.59138761593056
22760.226922336373,563256569214.1771,7.837287332380708,2.7654849217289144,243470.63073489716,10.166517703313916,4962.117955959219,68.86480389146556,30.0,367.7165490313364
17642.824778363363,294556780410.3244,6.511714478246937,2.2808076991897033,7839451443.478261,9.954512379619578,5738.429304542948,14.561728062034872,68.62228950199264,175.59172321263307
7013.814055758229,22801224774.72188,7.587748422460293,2.9875819582928766,3758715.9488082724,2.312986133208954,5253.703207187781,50.46156596979902,35.25742767484591,332.1321257164636
24244.821245019237,614403636661.0691,6.743028003252193,1.5489388189825317,4627362198.444843,4.406741804725519,7003.517783457721,72.13206285264079,61.11163383994404,214.7936387476693
19579.397147161966,825469007796.7864,5.7362740875208,2.355424193053828,259205047.50304326,7.2417613737705855,7019.995389121494,18.84939226845422,48.22011367376217,244.26842125205263
18063.80963439539,450540354971.854,3.349594492609539,2.803403803665838,67691624.57250312,13.992114213537636,2468.389228926045,28.84733724756686,37.26388925608289,256.4742325514255
11509.356802522823,164706975784.72382,3.624729371046915,2.4212786728843207,23849813.406906683,16.913156274368355,1467.4723521047395,53.81468276173343,30.794406599931925,252.9213615944957
7169.9182652063955,288082784853.568,7.657261974788403,1.9759431914275019,273464234.24796003,19.857562522757693,7412.555235367477,50.96287230992122,52.236554495847635,189.13006707566544
2861.5785727607326,509989419522.93506,7.09406650501169,2.4286985033588717,270008022.24366957,8.5772704239794,5707.188845607674,65.53772855309796,69.7961170281089,242.15095431980097
22613.758715324122,836681382296.4476,3.836687914875122,3.1994890509790523,112876.95982071958,9.091426727273882,7768.109427716442,54.03370125645752,30.0,319.32604389642466
11666.519100923471,171753974315.27457,3.9262382145345747,1.9136780345962643,3458746459.916161,15.332907795384353,3980.676071769936,50.30915107114379,66.2603972435385,173.10606212530618
5457.902437483142,612150263559.6384,3.435013536793251,2.2343443272592864,6915396.7610520115,6.458478179679055,7698.324419177347,41.629597084541714,31.044358512860885,343.4197571503908
7995.937291690986,753368860581.9315,3.6198459270625256,3.480671043000255,5839364.801790081,10.833333621481703,990.5231632880357,15.477449727277296,35.777940867680606,299.082026910935
14690.87943907645,936047584287.3029,7.094338530877106,3.3256343377808983,10788292.663154086,13.556495596564089,4727.012850485209,51.376181761096966,36.264940297718006,312.10529150754155
4830.9331820111765,116704574975.16774,1.5682945678340046,1.5679366842533113,266940227.67520115,4.763181728557425,3978.915090675164,20.963808173533188,55.23323692369361,234.38187325544365
21487.0499602632,926391707772.9232,4.33434203721191,2.560663935204029,7587324.876961124,5.627819490237754,31.13292266780904,79.70946436979042,30.0,412.1060834935565
19083.728480962647,601467933706.9443,7.6284579104314005,1.630826053695767,7398698.153009775,7.1560032119218615,1551.2607302848,15.49500574397019,36.883777304899716,312.69340052759844
18126.84242079795,766701820730.6986,5.027136308688258,3.3478098473154216,207646.39620673837,11.574812458837407,1236.2424882744433,15.30014126200117,30.0,300.45348406169444
11086.27947449004,53775655793.84589,4.427897635935373,2.3830898253700616,12111789.71884354,5.444788297249686,495.8662148078154,65.11306024452907,30.0,305.49279228842335
15869.066597209858,506148649492.43945,3.5304037305473224,2.3368740078560033,558975.0007681579,4.202947261034475,7585.71111386856,17.081567954312675,30.0,293.1438215357514
14810.40023836202,622630051451.1196,1.980432094102375,2.0458920636786213,1896471280.5635011,3.032688904667633,7723.283806321553,38.35533951126655,54.838139268240106,241.9544637736486
16421.24173809309,306834533039.0003,2.959162107178834,2.637637960784308,4704954.371250886,16.195732462176082,7135.082472887682,74.92493194959589,30.865758138507747,269.54976813782866
2568.8858679272826,431650776451.04456,2.087979664589663,1.7899974459867856,6372898334.225466,17.72513137041298,7911.158163076605,65.15177274667442,73.03153512425604,141.0252437254338
10687.281353179937,554298580981.4628,2.3235462931502835,3.097910001071094,264630570.3591845,18.099202817313778,6647.007096767734,26.298953677366047,49.74031025995648,222.4973047240614
1519.5472596163659,552548387225.0402,2.562857536820754,2.4824206896931673,603611734.5821981,16.441591728694444,7458.126750112534,27.572090622955105,83.48334557415906,183.58176231714032
12602.775071490714,41862483545.31267,3.46319130854781,2.632925782628321,5479688952.47163,2.788920002363778,1589.0727249732454,51.4589178422533,61.91287057090671,207.0494650761493
8581.59970215324,439482327097.1258,1.5716084199709806,3.181609495309041,1565574.8249530012,2.000151229029644,2062.502036132036,44.05073973156838,30.86282431806023,376.5846640750408
4040.842627218149,213818940974.07608,7.67593525635611,1.870297547769898,68620653.30622965,10.008328368013776,6897.908132585119,18.17224528084209,51.15983760234183,204.3697887450164
3033.372709202515,916695161390.2717,2.3048241024003344,1.8503661466842314,159819.22578403016,10.452467713513716,3840.915194411231,21.10531381402135,30.0,293.0684141181774
14897.292018353945,976580013543.344,3.990467670337316,2.341603345739692,319002.0248861527,14.669822689578385,5738.609693994722,66.20274322790007,30.0,349.23071574941844
4679.5277291537095,299647596705.1727,7.216929138146074,3.072256482389201,6806668.497464257,4.49647103544137,4499.653644799739,34.13535336583956,35.37300653519205,290.38535129670936
23165.44290023153,175186222065.6615,2.1926918062399547,1.6170911070402922,258528992.14390948,18.62244591366495,2452.0535334180386,65.93085763141025,37.53906038211699,254.10565563994322
14735.997922659677,219504931444.19214,4.6434276364017855,3.090340407797491,1440349917.3254545,6.233099370254576,2285.8304338585376,23.287910646662937,57.356473169445785,232.95352164834938
8998.310211103508,477752777600.69836,6.991093384019073,2.50151318718362,1914348.544254046,11.577288570723885,5987.955016736848,51.96027699856038,30.0,321.7713229534084
14977.42954129471,874505724607.5792,5.120257056221911,2.623526899896449,556398650.7728204,17.291061468064676,4261.439953104028,45.357610962519956,42.8642034538193,223.23134709468624
1058.6948402275887,500036714901.4247,2.8672333702479404,2.6287718765583463,1322683.0472047878,10.492789764320545,2881.4915881761626,32.84698337597296,30.539984832471113,322.5833354793749
23984.700724415412,55393006323.23593,6.280811954181779,1.6123347779154404,107220.54998117223,15.08347102442508,4940.147191206492,52.60039270985534,30.0,312.04880491544606
12316.434205101055,39886562827.5413,5.928716908638801,1.9995415954362896,187096.26801844058,14.993072698125673,3365.3013008772355,18.717438988312825,30.0,302.1923411942313
19677.01306763201,227391718231.90292,3.854208392555008,3.0105949030293955,84682391.4369513,15.81092386787321,3805.8479975468867,69.9527882009748,37.25927493578432,268.3779216007685
2526.8849980997447,842771434838.1512,1.8009185502789384,2.3245362389785673,30601148.786087003,16.23041288768642,5426.498513771123,62.036834172285985,35.468734076168204,261.7245987065767
12423.129105534928,621480936054.5864,1.5511204843246102,2.6210339645037086,2249707.932482681,7.879635799007199,3669.1419637454896,30.088132817264903,33.66281607716569,358.9737969598919
12522.321361685763,562958290828.4377,6.865053740326616,3.3897372440530944,107829.92248574416,7.302947040393038,7600.025496733417,50.61062405268609,30.0,341.8259724018933
23476.74814688708,318970273613.04956,3.5901228501339455,1.5925435366347225,69191340.76168214,16.079787098294467,3886.6891401643943,73.15182330170148,35.5765310621437,275.3673557348348
14507.337283213847,929425475620.7822,2.39550434093838,2.3993607313476395,1224709774.9373276,11.615222337009337,7694.964335974339,39.56133535196609,53.13145707273091,212.86428827039109
12100.49032589537,331178913783.88745,4.870582970059384,2.222548265695796,220152.8893388157,12.173880012497783,6783.0283558728015,35.43391269710917,30.0,296.30091559984066
7040.903745751392,834944577708.534,7.485416422213086,1.7128988523894824,481251711.44029903,8.2677491533417,7128.509620920522,65.92629833405712,58.85464637496074,221.6811235511939
8623.440434892527,895903622072.3661,1.5551256193955851,3.401588697519596,148837720.42689967,4.072212440536442,6108.56988486551,10.083021460820799,51.68090866978425,262.7988272639249
13256.473860552676,483335529881.1235,1.864933014396694,3.422919179497087,24932961.189232744,9.165764856663966,4840.159871302798,58.04612652655911,33.36909366062248,276.89554560615505
11253.330777473644,894289375191.4731,4.21079206180297,2.1229763083788136,174464.38139076505,19.394446992092927,4266.014610386988,25.10642428512466,30.0,275.3801411731001
1029.4959570680953,276804010587.7597,5.893778393907912,3.3934332213781575,4148175116.319808,5.852794240997133,4417.724416270034,58.59728959956878,80.6567796450166,126.82865505549285
20744.152142761766,658433767749.8496,4.594652981985826,1.5703472134485712,24389614.987703487,5.476564415414044,1619.623382798676,40.65307031488513,31.82938348663855,347.7637296821179
22455.938910074285,87964660560.63774,7.33406485002513,3.461791980672404,9954851.924442073,2.659144304996895,1723.0150343882706,11.420665753562252,40.91222125524226,359.916747320572
3936.102680465964,473934740158.1798,1.7865496109936079,3.1718640328173286,2029443712.3308969,9.649549798146055,282.9530076755499,71.19818955794739,55.18183509781432,220.39295059720783
14073.88551670671,217332584826.54575,3.710915652684333,1.9286604416224278,1690017278.9527667,5.806181398088433,5967.026816803893,48.25778301811716,52.25169759541301,216.23907107747607
3160.105657818367,62764215167.32495,3.7837612810266847,2.699094307869177,432817452.988597,13.758118433379163,1007.6594126470135,31.952087008185543,56.42590164562087,178.0795460238029
16969.882279475387,3726504352.112654,3.710826968911221,3.0965987247386058,1402167557.6597066,2.7457354042916036,4661.371559301883,59.23657465440923,60.5892357491896,237.93468553370647
7390.227704055704,324752791688.69196,4.669958428802039,2.138597928015558,418448.8753078257,4.983884029776551,1112.0055566678623,44.71583511444234,30.0,374.50075953300404
16655.854549951593,589531005006.1683,6.638750793764968,2.207503584185659,637643262.8230247,1.28392843711782,541.7083843141381,12.446401649518304,48.46386172455043,327.86601049896814
18311.368050028625,455230892420.8097,3.5662370066183127,2.7579455511858533,4366871.524176308,0.8773445479624822,4273.419004696333,55.517948068419216,30.0,413.46082409710414
19331.8635519826,301769996750.1976,6.339140843109317,1.7941881018668757,2175073650.9516697,16.292162276422047,6986.036183385724,77.86721304390385,56.784764221158355,233.37607977682418
3139.653175919466,991200039576.2203,2.4520255633139643,1.7364212194448172,7098348.70118667,18.12226818727923,2854.555336476213,25.53856012632951,37.18381943669955,270.23088698001135
22942.290205871395,939525100454.6378,5.144711561620676,1.9996105562388486,186861.46981571283,15.289582265607335,7354.627795413116,70.40482661915124,30.0,309.7701229240075
6140.24277692458,125654181184.19003,3.938072166826043,2.9825194906940626,11800521.04791711,17.310011231004655,92.35403398267907,53.4696439442779,30.0,320.1882867207987
1416.6076263164045,415108011561.0681,5.004870214921209,2.233198452823113,607974235.6187643,1.7775931433636187,3731.2546769008127,15.452887019975947,68.75605546605522,219.78930688089582
14093.885500091343,648847285146.6769,2.2003733774196212,2.5147164433035885,31963939.861819066,17.967778909532047,1182.6478842711936,61.09824852240742,31.109165728592796,259.0818979607625
9587.595954629749,733491064039.1392,7.6975085039459055,1.8909011136150653,657914652.9740177,9.347494737592093,2533.086104458703,40.9043108066459,60.09803513422276,244.20071218504225
20829.848706744124,366372788537.33545,7.390391759211556,1.8882113346991438,150095.85681848988,15.384444267470439,199.61650831584285,65.56137828474445,30.0,347.51159754742235
20302.161065575394,746282066453.5349,6.871575977889088,2.80090251846962,768813.5305773517,12.334357903930357,292.42642274396036,54.50218929646543,30.0,329.0078231533269
8269.902874156527,124150888760.66537,7.303088352022336,1.7167505037369075,65771789.050838076,7.029902830758887,5705.381359217491,10.194926523857903,47.513558738424614,259.1185599164176
23846.035179208753,331813293445.07947,2.45347115617966,2.8356814544328124,8444399.458741458,5.332740702754129,5239.775219479578,18.840804452392227,31.71208640581218,304.22863956501976
7627.4870344329065,716433459322.7292,4.774191524627828,2.3014037046978126,251697393.61478686,2.4066967377527564,1674.600255976231,34.67077340097016,43.5503342453959,304.553081228311
13118.899666177007,625683164577.5848,3.566409531917402,2.842541827235251,6497872203.036721,8.28238947454672,7210.180329889555,43.72980222738089,70.14284345584937,186.1429153437153
6771.144718906267,837210377651.4401,7.2680086184770305,2.2634589540309773,199209389.02912492,9.907349186784407,5506.935718895575,75.24891010802156,55.489440733879405,266.36896630237766
